Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,membrane raft distribution (GO:0031580),1/5,0.0198424566057451,0.1635900311273657,0,0,63.0253164556962,247.054914696706,CD2
GO_Biological_Process_2021,membrane repolarization during ventricular cardiac muscle cell action potential (GO:0098915),1/5,0.0198424566057451,0.1635900311273657,0,0,63.0253164556962,247.054914696706,KCNE1
GO_Biological_Process_2021,positive regulation of the force of heart contraction (GO:0098735),1/5,0.0198424566057451,0.1635900311273657,0,0,63.0253164556962,247.054914696706,SLC8A1
GO_Biological_Process_2021,vascular endothelial growth factor receptor-2 signaling pathway (GO:0036324),1/5,0.0198424566057451,0.1635900311273657,0,0,63.0253164556962,247.054914696706,CLEC14A
GO_Biological_Process_2021,prostaglandin transport (GO:0015732),1/5,0.0198424566057451,0.1635900311273657,0,0,63.0253164556962,247.054914696706,SLCO2A1
GO_Biological_Process_2021,positive regulation of interferon-gamma production (GO:0032729),2/57,0.0218780426930726,0.1709352508664615,0,0,9.26107226107226,35.39833498814094,CD2;CLEC7A
GO_Biological_Process_2021,regulation of cytokine production (GO:0001817),3/150,0.0223206429885643,0.1709352508664615,0,0,5.240657301881791,19.926254292658104,BTNL9;ITK;CD28
GO_Biological_Process_2021,receptor metabolic process (GO:0043112),2/58,0.0226014376854312,0.1709352508664615,0,0,9.095238095238097,34.4686036296462,RAMP2;RAMP3
GO_Biological_Process_2021,negative regulation of B cell receptor signaling pathway (GO:0050859),1/6,0.0237640515542398,0.1709352508664615,0,0,50.41772151898734,188.54116752551656,LPXN
GO_Biological_Process_2021,negative regulation of cytosolic calcium ion concentration (GO:0051481),1/6,0.0237640515542398,0.1709352508664615,0,0,50.41772151898734,188.54116752551656,SLC8A1
GO_Biological_Process_2021,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902043),1/6,0.0237640515542398,0.1709352508664615,0,0,50.41772151898734,188.54116752551656,TIMP3
GO_Biological_Process_2021,regulation of collagen fibril organization (GO:1904026),1/6,0.0237640515542398,0.1709352508664615,0,0,50.41772151898734,188.54116752551656,AEBP1
GO_Biological_Process_2021,positive regulation of killing of cells of other organism (GO:0051712),1/6,0.0237640515542398,0.1709352508664615,0,0,50.41772151898734,188.54116752551656,CLEC7A
GO_Biological_Process_2021,negative regulation of neuron migration (GO:2001223),1/6,0.0237640515542398,0.1709352508664615,0,0,50.41772151898734,188.54116752551656,COL3A1
GO_Biological_Process_2021,negative regulation of protein targeting to membrane (GO:0090315),1/6,0.0237640515542398,0.1709352508664615,0,0,50.41772151898734,188.54116752551656,KCNE1
GO_Biological_Process_2021,regulation of microtubule motor activity (GO:2000574),1/6,0.0237640515542398,0.1709352508664615,0,0,50.41772151898734,188.54116752551656,CFAP73
GO_Biological_Process_2021,positive regulation of T-helper 2 cell differentiation (GO:0045630),1/6,0.0237640515542398,0.1709352508664615,0,0,50.41772151898734,188.54116752551656,CD86
GO_Biological_Process_2021,positive regulation of interleukin-8 production (GO:0032757),2/61,0.0248301439941799,0.1709352508664615,0,0,8.631464580617124,31.89927672280904,CD2;CLEC7A
GO_Biological_Process_2021,positive regulation of Ras protein signal transduction (GO:0046579),2/63,0.0263638428967921,0.1709352508664615,0,0,8.347625052543085,30.34997624347185,P2RY10;COL3A1
GO_Biological_Process_2021,positive regulation of protein kinase B signaling (GO:0051897),3/161,0.0267942813606049,0.1709352508664615,0,0,4.873088936380076,17.638470909545507,CD86;RAMP3;CD28
GO_Biological_Process_2021,gamma-delta T cell activation (GO:0046629),1/7,0.0276701530557868,0.1709352508664615,0,0,42.0126582278481,150.71625019523796,ITK
GO_Biological_Process_2021,regulation of transforming growth factor beta activation (GO:1901388),1/7,0.0276701530557868,0.1709352508664615,0,0,42.0126582278481,150.71625019523796,GATA6
GO_Biological_Process_2021,regulation of transforming growth factor beta1 production (GO:0032908),1/7,0.0276701530557868,0.1709352508664615,0,0,42.0126582278481,150.71625019523796,GATA6
GO_Biological_Process_2021,regulation of transforming growth factor beta2 production (GO:0032909),1/7,0.0276701530557868,0.1709352508664615,0,0,42.0126582278481,150.71625019523796,GATA6
GO_Biological_Process_2021,response to caffeine (GO:0031000),1/7,0.0276701530557868,0.1709352508664615,0,0,42.0126582278481,150.71625019523796,SLC8A1
GO_Biological_Process_2021,negative regulation of membrane protein ectodomain proteolysis (GO:0051045),1/7,0.0276701530557868,0.1709352508664615,0,0,42.0126582278481,150.71625019523796,TIMP3
GO_Biological_Process_2021,positive regulation of interleukin-23 production (GO:0032747),1/7,0.0276701530557868,0.1709352508664615,0,0,42.0126582278481,150.71625019523796,CLEC7A
GO_Biological_Process_2021,positive regulation of intracellular estrogen receptor signaling pathway (GO:0033148),1/7,0.0276701530557868,0.1709352508664615,0,0,42.0126582278481,150.71625019523796,FOXA1
GO_Biological_Process_2021,cellular response to caffeine (GO:0071313),1/7,0.0276701530557868,0.1709352508664615,0,0,42.0126582278481,150.71625019523796,SLC8A1
GO_Biological_Process_2021,regulation of glucocorticoid receptor signaling pathway (GO:2000322),1/7,0.0276701530557868,0.1709352508664615,0,0,42.0126582278481,150.71625019523796,LMO3
GO_Biological_Process_2021,positive regulation of respiratory burst (GO:0060267),1/7,0.0276701530557868,0.1709352508664615,0,0,42.0126582278481,150.71625019523796,CLEC7A
GO_Biological_Process_2021,collagen-activated tyrosine kinase receptor signaling pathway (GO:0038063),1/7,0.0276701530557868,0.1709352508664615,0,0,42.0126582278481,150.71625019523796,COL1A1
GO_Biological_Process_2021,coronary vasculature development (GO:0060976),1/7,0.0276701530557868,0.1709352508664615,0,0,42.0126582278481,150.71625019523796,GATA6
GO_Biological_Process_2021,vascular associated smooth muscle cell development (GO:0097084),1/7,0.0276701530557868,0.1709352508664615,0,0,42.0126582278481,150.71625019523796,RAMP2
GO_Biological_Process_2021,pericardium morphogenesis (GO:0003344),1/7,0.0276701530557868,0.1709352508664615,0,0,42.0126582278481,150.71625019523796,FLRT3
GO_Biological_Process_2021,heart development (GO:0007507),3/164,0.0280916416104552,0.1709352508664615,0,0,4.7815600548519805,17.08108664644768,COL3A1;RAMP2;FLRT3
GO_Biological_Process_2021,positive regulation of T cell proliferation (GO:0042102),2/66,0.0287345107971239,0.1709352508664615,0,0,7.955128205128205,28.237971840040128,CD86;CD28
GO_Biological_Process_2021,cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),3/170,0.0307853919042103,0.1709352508664615,0,0,4.608367680223967,16.040414465542273,CDH5;CLDN5;FLRT3
GO_Biological_Process_2021,regulation of RNA biosynthetic process (GO:2001141),1/8,0.0315608212516243,0.1709352508664615,0,0,36.00904159132007,124.44144169317283,FCN3
GO_Biological_Process_2021,regulation of T-helper 2 cell differentiation (GO:0045628),1/8,0.0315608212516243,0.1709352508664615,0,0,36.00904159132007,124.44144169317283,CD86
GO_Biological_Process_2021,positive regulation of dendritic cell cytokine production (GO:0002732),1/8,0.0315608212516243,0.1709352508664615,0,0,36.00904159132007,124.44144169317283,CLEC7A
GO_Biological_Process_2021,negative regulation of fatty acid oxidation (GO:0046322),1/8,0.0315608212516243,0.1709352508664615,0,0,36.00904159132007,124.44144169317283,ACADL
GO_Biological_Process_2021,benzene-containing compound metabolic process (GO:0042537),1/8,0.0315608212516243,0.1709352508664615,0,0,36.00904159132007,124.44144169317283,KMO
GO_Biological_Process_2021,negative regulation of long-term synaptic potentiation (GO:1900272),1/8,0.0315608212516243,0.1709352508664615,0,0,36.00904159132007,124.44144169317283,FAM107A
GO_Biological_Process_2021,cell migration involved in heart development (GO:0060973),1/8,0.0315608212516243,0.1709352508664615,0,0,36.00904159132007,124.44144169317283,FLRT3
GO_Biological_Process_2021,cell-cell adhesion mediated by cadherin (GO:0044331),1/8,0.0315608212516243,0.1709352508664615,0,0,36.00904159132007,124.44144169317283,CDH5
GO_Biological_Process_2021,immune response-inhibiting cell surface receptor signaling pathway (GO:0002767),1/8,0.0315608212516243,0.1709352508664615,0,0,36.00904159132007,124.44144169317283,KLRC1
GO_Biological_Process_2021,positive regulation of monocyte chemotactic protein-1 production (GO:0071639),1/8,0.0315608212516243,0.1709352508664615,0,0,36.00904159132007,124.44144169317283,CLEC7A
GO_Biological_Process_2021,negative regulation of T cell mediated cytotoxicity (GO:0001915),1/8,0.0315608212516243,0.1709352508664615,0,0,36.00904159132007,124.44144169317283,KLRC1
GO_Biological_Process_2021,vascular associated smooth muscle contraction (GO:0014829),1/8,0.0315608212516243,0.1709352508664615,0,0,36.00904159132007,124.44144169317283,SLC8A1
GO_Biological_Process_2021,ventricular cardiac muscle cell membrane repolarization (GO:0099625),1/8,0.0315608212516243,0.1709352508664615,0,0,36.00904159132007,124.44144169317283,KCNE1
GO_Biological_Process_2021,peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity (GO:1990264),1/8,0.0315608212516243,0.1709352508664615,0,0,36.00904159132007,124.44144169317283,PTPRB
GO_Biological_Process_2021,extracellular matrix organization (GO:0030198),4/300,0.0322824396332456,0.1725307949176024,0,0,3.4893314366998576,11.979683862758126,COL1A1;COL3A1;COL1A2;LUM
GO_Biological_Process_2021,regulation of Rho protein signal transduction (GO:0035023),2/73,0.0345815077227502,0.1725307949176024,0,0,7.168291802094619,24.117260421614933,P2RY10;COL3A1
GO_Biological_Process_2021,regulation of respiratory burst (GO:0060263),1/9,0.0354361161229414,0.1725307949176024,0,0,31.50632911392405,105.23188749884586,CLEC7A
GO_Biological_Process_2021,positive regulation of cell-cell adhesion mediated by cadherin (GO:2000049),1/9,0.0354361161229414,0.1725307949176024,0,0,31.50632911392405,105.23188749884586,FOXA1
GO_Biological_Process_2021,basement membrane assembly (GO:0070831),1/9,0.0354361161229414,0.1725307949176024,0,0,31.50632911392405,105.23188749884586,RAMP2
GO_Biological_Process_2021,CD40 signaling pathway (GO:0023035),1/9,0.0354361161229414,0.1725307949176024,0,0,31.50632911392405,105.23188749884586,CD86
GO_Biological_Process_2021,icosanoid transport (GO:0071715),1/9,0.0354361161229414,0.1725307949176024,0,0,31.50632911392405,105.23188749884586,SLCO2A1
GO_Biological_Process_2021,regulation of endothelial cell differentiation (GO:0045601),1/9,0.0354361161229414,0.1725307949176024,0,0,31.50632911392405,105.23188749884586,TMEM100
GO_Biological_Process_2021,intestinal epithelial cell differentiation (GO:0060575),1/9,0.0354361161229414,0.1725307949176024,0,0,31.50632911392405,105.23188749884586,GATA6
GO_Biological_Process_2021,kynurenine metabolic process (GO:0070189),1/9,0.0354361161229414,0.1725307949176024,0,0,31.50632911392405,105.23188749884586,KMO
GO_Biological_Process_2021,positive regulation of protein kinase A signaling (GO:0010739),1/9,0.0354361161229414,0.1725307949176024,0,0,31.50632911392405,105.23188749884586,RAMP3
GO_Biological_Process_2021,regulation of interleukin-23 production (GO:0032667),1/9,0.0354361161229414,0.1725307949176024,0,0,31.50632911392405,105.23188749884586,CLEC7A
GO_Biological_Process_2021,collagen-activated signaling pathway (GO:0038065),1/9,0.0354361161229414,0.1725307949176024,0,0,31.50632911392405,105.23188749884586,COL1A1
GO_Biological_Process_2021,regulation of peroxisome proliferator activated receptor signaling pathway (GO:0035358),1/9,0.0354361161229414,0.1725307949176024,0,0,31.50632911392405,105.23188749884586,LMO3
GO_Biological_Process_2021,positive regulation of lymphocyte proliferation (GO:0050671),2/75,0.0363302243327915,0.1725307949176024,0,0,6.97119775201967,23.11025432161296,CD86;CD28
GO_Biological_Process_2021,positive regulation of T cell activation (GO:0050870),2/75,0.0363302243327915,0.1725307949176024,0,0,6.97119775201967,23.11025432161296,CD86;CD28
GO_Biological_Process_2021,regulation of T cell proliferation (GO:0042129),2/76,0.0372172030722745,0.1725307949176024,0,0,6.876645876645877,22.630932766884165,CD86;CD28
GO_Biological_Process_2021,regulation of epithelial to mesenchymal transition (GO:0010717),2/76,0.0372172030722745,0.1725307949176024,0,0,6.876645876645877,22.630932766884165,FOXA1;COL1A1
GO_Biological_Process_2021,cellular response to hormone stimulus (GO:0032870),2/76,0.0372172030722745,0.1725307949176024,0,0,6.876645876645877,22.630932766884165,RAMP2;RAMP3
GO_Biological_Process_2021,positive regulation of tumor necrosis factor production (GO:0032760),2/77,0.0381124895191706,0.1725307949176024,0,0,6.7846153846153845,22.16678522421922,CD2;CLEC7A
